Original_Text,City,Country
"Gerstlé Frères 95 Boulevard Beaumarchais
Parijs (3e Arrond.)",Paris,France
"~~J. Francois. Cie~~
~~Quai des Etats Unis Liège~~ ~~Agt. des Usines~~
~~J. Nicholson & Sons Sheffield~~",,
"J. H. Dallmeyer Ltd
Church End Works Willesden London
N W",,
"Maison Sacré Rue du Progres 106
Bruxelles Nord",Brussels,Belgium
"Sté An. Papiers Cartons - Cartonnages
Rue du Croissant 64 Brussel",Brussels,Belgium
"Compagnie Belge des Emballages
en bois armé Antwerpen
Fabrique te Merxem",Antwerp,Belgium
"Soiron & Cie Herbesthal Jordaenskaai 13
Antwerpen",Antwerp,Belgium
"Oscar Sichtig . Co Karlsruhe Rheinhafen
Baden",Baden,Austria
"~~J. Francois. Cie 5 Quai des Etats Unis Liège~~
~~Agent des Usines John Nicholson & Sons Sheffield~~
St. Egydyer Eisen- u Stahl Industrie Gesellschaft
1 Elisabethstrasse 14 Vienne
Marque de fabr. ⚓ Fischer
Vertgw. C. Jos. T. Hirsch 16 Rue du Bastion
Antwerpen",Vienna,Austria
"~~J. Francois. Cie 5 Quai des Etats Unis Liège~~
~~Agent des Usines John Nicholson & Sons Sheffield~~
St. Egydyer Eisen- u Stahl Industrie Gesellschaft
1 Elisabethstrasse 14 Vienne
Marque de fabr. ⚓ Fischer
Vertgw. C. Jos. T. Hirsch 16 Rue du Bastion
Antwerpen",Antwerp,Belgium
"Chesebrough Manufacturing Co Cal
New-York",New York,United States
"Martens & Wauthier Chaussée de Mons 434 Brussel
Joseph Merckx & C<sup>ie</sup> Lindenstr. N° 10 Antwerpen
Vertegenw. van eene der grootste fabrieken van
vleugelbuizen in smeedijzer",Brussels,Belgium
"Martens & Wauthier Chaussée de Mons 434 Brussel
Joseph Merckx & C<sup>ie</sup> Lindenstr. N° 10 Antwerpen
Vertegenw. van eene der grootste fabrieken van
vleugelbuizen in smeedijzer",Antwerp,Belgium
"Schellwa-Werk G.m.b.H.
Wilhelmshöher Strasse 29 Berlin Friedenau
Gesellschaft für Selbsttätige Temperaturregelung G.m.b.H
Berlin Friedenau
Wilhelmshöher Strasse 29",,
"Felix Uyttebroeck 3 Rue Simons
Blles Noord",,
C.H. Jaeger & C<sup>o</sup> Leipzig Plagwitz,Leipzig,Germany
"Van Leer's Vereenigde Fabrieken
Hoofdkantoor: Asterweg 21-23
Amsterdam",Amsterdam,Netherlands
"A. Deloge 33 Square de l'Aviation Blles midi
(Depot: """"Limes Castor"""")",,
"Trüb. Täuber & C<sup>o</sup> 157 rue Franz Merjay
Brussel
3 rue Ampère
Zürich",Brussels,Belgium
"Trüb. Täuber & C<sup>o</sup> 157 rue Franz Merjay
Brussel
3 rue Ampère
Zürich",Zurich,Switzerland
"Leopold Van Bever Mechelen
~~Kpt. P.S. Janssens - Huybrechts~~
~~Lange Schipstraat 86 Mechelen~~",Mechelen,Belgium
"Maurice Badjou Rue du Pont d'Avroy
Luik
Agent van verschillende fabrieken.",Liège,Belgium
"Camille Streel Place de la Duchesse 26
Brussel",Brussels,Belgium
"Generalvertrieb der Ihaef Apparate
Kasernenstrasse 18 Düsseldorf",Dusseldorf,Germany
"F.A. Copping ~~74 Rue de la Victoire~~ 85 Lafayette
Paris ~~IX~~ X",Paris,France
"N.V. Nederlandsche Gietverpakkingfabriek
Abstederdijk 151 Utrecht
Rep. Gen. voor België Chr. Vorkink & C<sup>o</sup>
Chaussée de Trellis 33/35
Brussel",Utrecht,Netherlands
"N.V. Nederlandsche Gietverpakkingfabriek
Abstederdijk 151 Utrecht
Rep. Gen. voor België Chr. Vorkink & C<sup>o</sup>
Chaussée de Trellis 33/35
Brussel",La Chaussée,France
"N.V. Nederlandsche Gietverpakkingfabriek
Abstederdijk 151 Utrecht
Rep. Gen. voor België Chr. Vorkink & C<sup>o</sup>
Chaussée de Trellis 33/35
Brussel",Brussels,Belgium
"Gust. Spangenberg
44 rue Van der Meyersch Brussel",Rue,France
"Gust. Spangenberg
44 rue Van der Meyersch Brussel",Brussels,Belgium
Faveta Sté An. La Louvière-Bouvy,,
"Etablissements Neu
47 49 Rue Fourier Lille",Lille,France
"Nouv. Etabl. Regnier, Co Perwez
Bur. 81 rue du Progrès Brussel",Saint-Germain-d'Étables,France
"Nouv. Etabl. Regnier, Co Perwez
Bur. 81 rue du Progrès Brussel",Borgo Valsugana,Italy
"Nouv. Etabl. Regnier, Co Perwez
Bur. 81 rue du Progrès Brussel",Brussels,Belgium
"{ Jos Meunier 122 Rue Hocheporte
27 Rue des Fabries
Liège Ouest. Bruxelles Nord
{ J. L. Leblanc 85 rue Bodeghem Bruxelles",Liège,Belgium
"{ Jos Meunier 122 Rue Hocheporte
27 Rue des Fabries
Liège Ouest. Bruxelles Nord
{ J. L. Leblanc 85 rue Bodeghem Bruxelles",Brussels,Belgium
"{ H. Noelke 199 Koninglijke Str. Brussel
{ The General Washing Machine Co
Arcade du Chemin de fer n° 6
Pelikaan Straat Antwerpen",Santarém,Portugal
"{ H. Noelke 199 Koninglijke Str. Brussel
{ The General Washing Machine Co
Arcade du Chemin de fer n° 6
Pelikaan Straat Antwerpen",Brussels,Belgium
"{ H. Noelke 199 Koninglijke Str. Brussel
{ The General Washing Machine Co
Arcade du Chemin de fer n° 6
Pelikaan Straat Antwerpen",Antwerp,Belgium
H. Hommel G.m.b.H. Mainz,Mainz,Germany
"{ H. Noelke 199 Koninglijke Str. Brussel
{ Louis Conrads Rue Notre Dame de Grace 1
(Reparaties) Brussel",Santarém,Portugal
"{ H. Noelke 199 Koninglijke Str. Brussel
{ Louis Conrads Rue Notre Dame de Grace 1
(Reparaties) Brussel",Brussels,Belgium
"H. Hammelrath Co G.m.b.H.
Coln Müngersdorf",Cologne,Germany
"Laboratoire de Zymotechnie
Valere Verfaillie Merxem",,
"Siemens & Halske Act. Ges. Wernerwerk M
Berlin Siemensstadt
Vertgw. Techn. Siemens Dept Siemens-Halske
rue de la Pepiniere 26 Brussel",Berlin,Germany
"Siemens & Halske Act. Ges. Wernerwerk M
Berlin Siemensstadt
Vertgw. Techn. Siemens Dept Siemens-Halske
rue de la Pepiniere 26 Brussel",Rue,France
"Siemens & Halske Act. Ges. Wernerwerk M
Berlin Siemensstadt
Vertgw. Techn. Siemens Dept Siemens-Halske
rue de la Pepiniere 26 Brussel",Brussels,Belgium
Bopp & Reuther Mannheim Waldhof,Mannheim,Germany
"Moniquet Fransolet & Cie
Anc. Etabl. Eug. Kurst & Cie
Rue du Berceau 1 et 3 Bruxelles
Usine à Verviers",Saint-Germain-d'Étables,France
"Moniquet Fransolet & Cie
Anc. Etabl. Eug. Kurst & Cie
Rue du Berceau 1 et 3 Bruxelles
Usine à Verviers",Brussels,Belgium
"Moniquet Fransolet & Cie
Anc. Etabl. Eug. Kurst & Cie
Rue du Berceau 1 et 3 Bruxelles
Usine à Verviers",Verviers,Belgium
"Gottl. Kern & Sohn
Präcisions Waagen & Gewichte Fabrik
Ebingen Würtemberg",,
"Toledo Berkel (Vertgw. v. Belgie
Etablissements A. Jacobs S. A.
11 rue de la Province Antwerpen",Antwerp,Belgium
"Sté Cooperative """"Katamon"""" Zele
50 rue du Transvaal
Vertgw. Ch. Cosyn 69 Groote Steenweg
Berchem",,
"A & M Balthasar Frères
Vaux sous Chèvremont
lez Liège",Liège,Belgium
"Gebr. Kaegi 13-15 Rue August Hock
Luik (Quai Mativa)",Liège,Belgium
"Manumoderne Sté Coopérative
16 rue Emile Pathé Forest Blles",,
"Alb. Rueprecht & Sohn
Favoritenstr. 25 Wien IV",,
"Mechanisches Institut Georg Westphal
Celle (Provinz Hannover)",Hanover,Germany
